movieId,title,genres,overview_clean,original_language,vote_average
14439,The Pentagon Wars,Comedy Drama War,director made america money pit comes hilarious look one expensive blunders military history years almost many billion dollars gone devising bfv bradley fighting vehicle theres only one problem doesnt work,en,6.8
41227,A Place Called Chiapas,Documentary,january zapatista national liberation armymade impoverished mayan indians state chiapastook five towns ranches southern mexico government deployed troops least people died ensuing battle fighting indigenous mexicans regain control lives land zapatistas charismatic leader guerilla poet subcomandante marcos began sending message world via internet result new york times called worlds first postmodern revolution years uprising filmmaker nettie wild traveled jungle canyons southern mexico film elusive fragile life rebellion camera effectively movingly captures personal stories behind public clash traditional culture globalization,en,6.9
13428,Two Hands,Comedy Crime Thriller,year old finds himself debt local gangster gang loot disappears sets run thugs meanwhile two street kids start shopping spree find missing money,en,6.4
27260,Brave New World,Science Fiction TV Movie,futuristic totalitarian society people control lives destiny,en,6.5
11508,Addams Family Reunion,Comedy Family Fantasy Thriller TV Movie,addams family goes search relatives gomez morticia horrified discover grandpa grandma addams disease slowly turning normal only chance cure find family member hoping know home remedy,en,3.9
67899,Thick as Thieves,Drama Action Comedy Crime,two master thieves odds one another one sets crime first suave pro job hides own privacy listening old jazz records caring ailing dog wally local gangster taste finer life decides eliminate competition ignites war two men aides angry mob boss female police officer try sort mess things get out hand,en,5.3
36105,Set Me Free,Drama Romance,comingofage tale centered around hannah young girl living troubled family life set hannah develops fascination jeanluc godards thenrecent film vivre vie begins model herself films lead role hannah slowly begins explore confusing nature sexuality,fr,6.7
47186,Claire Dolan,Drama,highpriced call girl shocked mothers death decides get out business baby,en,6.0
50173,Jigoku,Horror Drama,young theology student flees hitandrun accident plagued own guiltridden conscience mysterious diabolical doppelgänger possible escape routes lead straight hellliterally,ja,5.8
57644,The Smashing Pumpkins: Vieuphoria,Documentary Music,vieuphoria long form music video smashing pumpkins originally released vhs october dvd november certified gold riaa late video consists various smashing pumpkins performances mostly siamese dream tour interspersed comedy bits including meet frogs interviews featurettes short videos,en,0.0
46817,The Class Trip,Mystery Drama,schoolboy nicholas always worries something goes school skiing trip visions nightmares take,fr,6.0
45935,Flowers of Shanghai,Drama,women struggle shanghai brothel everything only appears beautiful,cn,7.5
47060,The Hole,Drama Fantasy Romance,final days year everyone taiwan died strange plague ravished island supposedly spread cockroaches disease sends victims psychosis act like insects eventually die hole takes place crumbling apartment building two protagonists live right above below woman lower floor pipes above apartment leaking fiercely threatening destroy food supply mention sanity calls plumber check out accidentally pokes hole through floor mans apartment two never met come contact through hole,zh,7.2
84002,Of Freaks and Men,Comedy Drama,dariya maid getting boy touch large breast one incident occurs yohan victor infiltrate two families forcing young liza blind ekaterina appear porn innocent themselves,ru,5.9
9943,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,Comedy,overview found,de,6.3
23356,Purgatory,Fantasy Action Western Science Fiction,outlaw band flees posse rides refuge small town one carries gun drinks swears town actually purgatory peaceful inhabitants famous dead outlaws criminals such doc holiday wild bill hickok redeem themselves gaining admittance heavenor screw hell,en,4.4
55257,Juha,Romance Comedy Drama,farmers wife seduced running away stolid older husband city slicker enslaves brothel,fi,6.8
2487,Lady Snowblood,Action Drama Thriller,yukis family nearly wiped out born due machinations band criminals criminals kidnap brutalize mother leave alive later mother ends prison only revenge keep alive creates instrument revenge purposefully getting pregnant yuki never knows love family only killing revenge,ja,7.8
38821,The Tough Ones,Drama Action,häjyt tells story two friends hard time finding place society antti jussi released jail while doing time bank robbery third man involved robbery one convicted become policeman tries help friends settle small town pohjanmaa boys start black market liquor business instead road seems lead back jail,fi,6.8
10429,Takedown,Action Thriller,kevin mitnick quite possibly best hacker world hunting information seeking cybertrophies day constantly looks bigger challenges breaks computer security expert exhacker finds one much,en,6.3
17985,Bleeder,Drama Horror Thriller,leo louise young couple living together copenhagen leo often goes out friends while louise usually stays home louise tells leo shes pregnant spark ignited leo begins become cold distant anger selfhatred finally erupt violence against louise,da,7.1
21210,Dil Se..,Drama Romance,clash love ideology portrayed love story radio executive beautiful revolutionary,hi,6.7
54860,The Bodyguard,Action Thriller,karate master antidrug vigilante chiba returns home japan holds press conference announcing intention wipe out nations drug industry offers services bodyguard anyone willing come forward provide information drug lords activities soon approached mysterious woman claiming important information asking chibas protection seems legitimate really appears,ja,3.7
9597,Vidocq,Fantasy Action Thriller Crime Science Fiction Mystery,paris heart town vidocq famous detective disappeared fights alchemist assassin pursuing months young biographer etienne boisset decides revenge vidocqs death takes investigation,fr,5.8
21644,Molokai: The Story of Father Damien,Drama Foreign,true story century belgian priest father damien volunteered island molokai console care lepers,en,3.8
5511,Le Samouraï,Crime Drama Thriller,hitman jef costello perfectionist always carefully plans murders never gets caught,fr,7.9
12485,Candyman: Day of the Dead,Fantasy Horror,candyman returns try convince female descendent artist join legendary figure end frames series hideous murders friends associates nowhere else turn,en,3.6
49745,The 4th Floor,Horror Mystery Thriller,young woman moves new apartment inherited grandmother died bizarre accident immediately confronted totally bizarre neighbors someone obviously out get rats flies engulf apartment array weirdos around everyone warns stay away upstairs neighbor only one shows kindness supposedly neighbor below year old woman hammers floor hard young woman moves furniture breaks tiles another neighbor seems kind enough begin later seems interfering threatening weatherman boyfriend cant ruled out contrary desire move moved apartment,en,5.7
62825,A Long Hot Summer,Music Comedy,story rock band kalle päätalo,fi,6.1
17074,The Batman Superman Movie: World's Finest,Action Animation,joker goes metropolis offer plan kill superman lex luthor while batman pursues clown supermans turf,en,7.1
18491,The End of Evangelion,Animation Drama Science Fiction,nerv faces brutal attack seele asuka coma shinji nervous breakdown things soon turn surreal movie provides concurrent ending final two episodes show neon genesis evangelion,ja,8.1
13777,He Died with a Felafel in His Hand,Comedy,search love meaning bathroom solitude danny goes through series shared housing experiences succession cities east coast australia together vignettes form narrative surprisingly reflective,en,6.9
11854,Kuch Kuch Hota Hai,Drama Romance,anjali left heartbroken best friend secret crush rahul falls love tina years later tinas young daughter tries fulfil mothers last wish uniting rahul anjali,hi,7.5
87489,Document of the Dead,Documentary,documentary george romeros films behind scenes look dawn dead,en,7.8
33491,Venus Beauty Institute,Comedy Drama Romance,madam nadine manages pride vénus beauté salon offers relaxation massage makeup services owner three beauticians samantha marianne angèle pros contrary friend marianne still dreams big day angèle longer believes love marie youngest three employees discovers love hands sixty yearold former pilot risks everything,fr,5.4
12619,Cherry Falls,Mystery Horror Thriller,cherry falls quiet little town until night serial killer begins preying youth third teen found slain killers modus operandi emerges victims virgins sheriff marken michael biehn concerned safety teens general particular own daughter jody brittany murphy still virginonce students realise save skins theyre going lose virginity now meetandmate party takes shape jody finds herself centre mystery mayhem students pop cherry ball gets going off campus jody takes matters own hands ways one,en,4.7
39927,Freeway II: Confessions of a Trickbaby,Comedy Crime Drama,escaping jail two teens flee tijuana stay ones childhood protector man masquerading nun,en,6.0
24272,Joseph and the Amazing Technicolor Dreamcoat,Music,humourously musical retelling biblical story joseph,en,6.1
29587,Style Wars,Music Documentary TV Movie,call tagging call writing still others call bombingits graffiti whether art another matter undeniably illegal tony silver henry chalfants historic pbs documentary style wars tracks rise fall subway graffiti new york late early,en,8.1
3716,In July,Adventure Comedy Romance,daniel follow sun hamburg bosporus friday meet love,de,7.5
11944,Joan of Arc,Drama History,ten years death joan hears voices six years later village domremy begins mission unite france king charles first leads defense vaucouleurs against burgundians obtains safe passage charles dauphin uses embodiment mythical maid lorraine raise army sends rescue orléans charles crowned joan leads disastrous campaign paris brother dies shes victim charless manipulations shes captured burgundy sold english examined bishop cauchon found heretic inquisition burned stake,en,6.7
21348,Kirikou and the Sorceress,Fantasy Adventure Animation Family,drawn elements west african folk tales depicts newborn boy kirikou saves village evil witch karaba,fr,7.2
15319,After the Rain,Drama,group travelers stranded small country inn river floods during heavy rains bad weather continues tensions rise amongst travelers trapped inn ihei misawa ronin samurai without master whose skills sword make valuable employee whose brutal honesty lack social graces prevent staying one master long one night ihei impulsively offers buy food drink guests hotel doesnt money pay raise cash concocts scheme take anyone brave enough fight prize iheis fighting skills impress lord shigeaki offers position fencing master court ihei gratefully accepts shigeaki challenges fight ihei beats lord decisively ihea certain hes managed throw another opportunity away band mercenaries attacks skills swordsman put ultimate test,ja,7.3
9011,The Prophecy 3: The Ascent,Fantasy Horror Thriller,conclusion prophecy trilogy christopher walken returns archangel gabriel war heaven earth rages pyriel angel genocide rises power intending destroy mankind only one stands way danyael born angel woman,en,5.5
2332,Taxi 2,Action Comedy Crime,cabdriver cop race paris rescue love interest japanese minister defense kidnappers,fr,6.1
54003,Pups,Thriller Action Drama Crime,troubled teen boy stevie cameron van hoy girlfriend rocky mischa barton attempt rob bank without forethought situation rapidly deteriorates soon young couple holding bank customers employees hostage while law enforcement gathers outside daniel bender burt reynolds veteran negotiator fbi charged assessing crime scene ending standoff quickly possible stevies short fuse considerably complicates matters,en,6.6
20882,Peculiarities of the National Fishing,Comedy,general ivolgin forester kuzmich goodnatured lyova lose way fishing trip wind neighboring country decide good time anyway end leaving vodka fishing equipment behind,ru,6.8
10205,Cut,Comedy Foreign Horror Thriller,group film students set out finish filming movie never completed director murdered begin filming realize theyre bit trouble unlike late director,en,4.5
40476,Kadosh,Drama Romance Foreign,year approaches jerusalems orthodox mea shearim quarter women work keep house children men study torah talmud rivka happily passionately married meir remain childless yeshivas rabbi meirs father wants meir divorce rivka barren woman woman rivkas sister malka love yakov jew shunned yeshiva secular rabbi arranges malkas marriage yossef whose agitation fulfilling religious duties approaches grotesque sisters sort out hearts desires within patriarchal world options,he,6.1
18394,Essex Boys,Crime Thriller,billy scored entrylevel position local crime cartel first job mind jason newly released thug vicious temper jason thinks job teach billy crime drugs women little know billy eyes jasons own wife lisa ecstasy deal goes bad jason vows revenge boss while billy looks take out jason long bodies start turning,en,5.7
31774,Picking Up the Pieces,Comedy Thriller Mystery,small new mexican village discovers severed hand considered miracle god actually belongs murdered spouse husband search,en,4.1
38203,The Wedding Waltz,Drama Comedy,viltteri balding guy thirties living rural northern finland hopelessly clueless new role married man father newborn son perfect escape family responsibilities having get old hillman minx repaired inspected roadworthiness little help eccentric bunch friends never seem grown either,fi,7.7
19362,Meeting People Is Easy,Music Documentary,meeting people easy takes place during promotion radioheads release computer containing collage video clips sound bites dialogue going behind scenes band world tour showing eventual burnout group world tour progresses inaugural show computer tour began barcelona spain,en,7.2
5458,Cruel Intentions 2,Drama Romance Thriller,takes place several years cruel intentions back kathryn first meets sebastian sexual attraction enjoyment destroying lives peers,en,4.4
31161,Adrenaline Drive,Comedy Crime Romance Foreign,gas leak explosion yakuza hideout provides shy nurse rental car clerk opportunity take briefcase full money crosscountry chase ensues,ja,7.3
65296,Humanité,Drama,yearold girl brutally raped murdered quiet french village police detective forgotten feel emotionsbecause death own family kind accidentinvestigates crime turns out ask questions answers,fr,6.7
32067,Beautiful Joe,Drama Action Comedy Thriller Romance,extremely nice guy falls really bad girl,en,5.5
32306,The Underground Comedy Movie,Comedy,series comedic short films guaranteed offend,en,2.1
66668,The Shrink Is In,Comedy Romance,young woman impersonates shrink win prince charming,en,5.8
72490,Charisma,Drama Thriller,seasoned detective called rescue politician held hostage lunatic brief moment uncertainty misses chance action leaving job family without explanation makes way mountain forest encountering peculiar tree called charisma,ja,5.8
10482,Guest House Paradiso,Comedy,richie eddie charge worst hotel guest house paradiso neighbouring nuclear power plant illegal immigrant chef fled guests gone famous italian filmstar gina carbonara hiding fiance doesnt want marry arrives hotel things get interesting,en,6.3
107942,Swimming,Drama,two girl friends myrtle beach south carolina find relationship changing encounter new arrivals town,en,5.5
28031,If These Walls Could Talk 2,Romance Drama,stories three lesbian couples live same house different periods time crossroads lives edith loses lover abby stroke linda amy struggle feminist issues kal fran try baby help sperm donor,en,6.3
54491,The Trumpet Of The Swan,Animation Family,adventures young trumpeter swan cannot speak help human boy love family friends louie discovers own unique talents help find place world,en,5.1
110147,The 10th Kingdom,Adventure Comedy Family Fantasy Mystery Romance,two centuries snow white cinderella adventures nine kingdoms ready themselves coronation prince wendel snow whites grandson throne fourth kingdom evil oncequeen freed herself prison turns prince golden retriever wendel means magic mirror escapes hithertounknown tenth kingdom modern day new york city meets virginia father tony pursued trolls cops wolf mans form three blunder back nine kingdoms begin adventures restore wendel human form throne find magic mirror take tony virginia back home while unknowing virginia already connection nine kingdoms prove deadly reach happily ever,en,7.5
15653,An Extremely Goofy Movie,Animation Family Comedy,extreme sports life freedom max sets off college goofy misses max much loses job goes finish college alongside max friends goofy tries get closer max extreme learn live own lives together,en,6.0
43423,The Wind Will Carry Us,Drama,irreverent city engineer behzad comes rural village iran keep vigil dying relative meanwhile film follows efforts fit local community changes own attitudes result,fa,6.9
12480,Water Drops on Burning Rocks,Drama Romance,film based german play rainer werner fassbinder tropfen auf heisse steine yearold business man léopold arrives home yearold franz met franz quite sure agreed come home léopold supposed meeting fiancée anna accepts drinks léopold begin get know,fr,6.8
13439,The Tracker,Western Drama Foreign History,film set early century australian outback four men following aboriginal man accused murder characters film referred characters rather name,en,6.6
844,2046,Fantasy Drama Science Fiction Romance,sequel wong karwais successful boxoffice hit mood love film affairs ending relationships shared love kungfu novels main character chow writes own novel reflects back favorite love,zh,6.9
29512,Bruiser,Mystery Horror,bruiser story man always tried fit keeps mouth shut follows rules hes supposed one morning wakes find face gone years acquiescence cost one thing cant replace identity now hes blank outside well anonymous featureless phantom bent exacting revenge explodes isnt going follow rules anymore,en,5.4
97206,Taboo,Drama Horror Thriller Mystery,six young adults struggle personal demons while staying secluded mansion during dark stormy night seemingly innocent game taboo brings out intermost secrets soon leads murder,en,2.9
101338,Crane World,Drama Foreign,portrait man attempts make things life losing job,en,6.7
23985,Cremaster 2,Drama,cremaster rendered gothic western introduces conflict system biological level corresponds phase fetal development during sexual division begins matthew barneys abstraction process system resists partition tries remain state equilibrium imagined cremaster,en,5.8
2463,Running Out of Time,Drama Action Thriller Crime,police inspector excellent hostage negotiator sheungsang finds himself head pulled hour game cancer suffering criminal out vengeance hong kongs organized crime syndicates,cn,7.5
16874,The Wog Boy,Comedy,steve liked celia moment met following clash boss raelene beaglethorpe minister employment finds himself national television branded australias biggest dole bludger now steve prove celia himself whole country theres meets eye little help friends,en,6.2
274669,Century of the Dragon,Thriller,rookie policeman shing louis koo grapples right wrong actionpacked story hong kong gangsters assigned undercover shing successful playing part gang member becomes righthand man gang leader fei ling andy lau shing comes respect fei ling question original motives troubled cop make crucial decision rival gangs impatient cops move kill,cn,8.0
32166,Chasing Sleep,Horror Mystery Thriller,college professor wakes find wife returned home struggles understand disappearance,en,6.4
204839,The Stepdaughter,Horror,childhood spent going one abusive foster home next susan seeks revenge mother abandoned susans search leads ranch longlost sister begins suspect beautiful drifter isnt claims,en,4.7
38987,Possible Worlds,Mystery Science Fiction Drama,same man lives out several parallel lives different worlds different relationships same time,en,5.8
9439,The Nameless,Horror Thriller,mutilated body six year old girl found water hole girl identified missing daughter claudia however only two peices evidence used identify bracelet name near crime scene fact right leg three inches longer left methods identification removed body five years later claudia now addicted tranquilizers receives phone call someone claiming daughter asking mother come find kill mysterious clues show indicating claudias daughter indeed still alive much danger claudia rundown excop parapsychology reporter put together clues discover angelas whereabouts,es,4.9
52666,The Debt,Drama Thriller Crime Foreign,based true events movie tells story two men want start scooter business dont required collateral bank loan one runs former flat neighbour offers lend money guy turns out thug starts extort life goes downhill,pl,6.5
71138,Female Prisoner #701: Scorpion,Crime,cruelly set crooked detective named sugimi isao natsuyagi loved nami matsushima aka matsu scorpion meiko kaji sentenced hard time womens prison run sadistic horny male guards prisoners making matsu number crime making failed attempt stab sugimi steps tokyo metropolitan police headquarters because used win favor yakuza while prison meets inmates like yuki kida yayoi watanabe committed fraud theft otsuka akemi negishi jailed burglary extortion katagiri rie yokoyama impounded arson illegally disposing body,ja,7.3
39872,Female Prisoner Scorpion: Jailhouse 41,Action Crime Drama Thriller,matsu known prisoners scorpion locked away bowels prison revenge disrupting smooth operation prison disfiguring attack warden granted one day reprieve due visit dignitary takes advantage attacks warden leads brutal punishment humiliation punishment gives oppurtunity escape along six female prisoners surreal flight prison pits convicts against guards warden,ja,7.5
53048,Bartleby,Comedy Drama,adaptation herman melvilles short story bartleby scrivener told setting modern office,en,5.3
20160,Restless,Romance,old dog hard time learning new tricks drama set turku ari paramedic chronic womanizer makes point pride never sleep same woman twice nights long series brazen onenight stands ari meets tiina laura malmivaara something unexpected happens falls love first time ari finds himself pursuing longterm relationship makes genuine effort remain faithful old habits die hard tiina introduces ari circle friends temptation arises encounters hannariikka theology student ilona soon married despite aris feelings tiina begins having affairs hannariikka ilona leading unpleasant revelation day ilonas nuptials mark deming allrovi,fi,5.2
28943,Shiner,Drama Action Crime,past catches ruthlessly ambitious boxing promoter,en,5.1
16234,Batman Beyond: Return of the Joker,Animation Family,joker back vengeance gothams newest dark knight needs answers stands alone face gothams infamous clown prince crime,en,7.5
82550,Roberto Succo,Drama,kurt claims sales rep claims english spite heavy italian accent kurt habitual liar dangerous driver least south france meets léa age increasingly strange dates léa kurt engages number armed robberies successful police perplexed series crimes including disappearances murder conclude dealing madman proposes léa breaks kurt attempt find new girlfriend leads shooting kurt now calling himself andré léas information identifies kurtandré roberto succo psychiatric patient parental murderer police hunt roberto covers three countries,fr,6.1
11599,Suzhou River,Drama Foreign Romance,tragic love story set contemporary shanghai film stars zhou xun dual role two different women jia hongsheng man obsessed finding woman past,zh,6.3
33253,6ixtynin9,Comedy Crime Thriller,woman fired financial coorporation during asia crisis returns home money however finds box fortune front door decides keep however people left soon want back,th,7.0
11075,Audition,Mystery Drama Horror Thriller,seven years death wife company executive aoyama invited sit auditions actress leafing through resumés advance eye caught yamazaki asami striking young woman ballet training,ja,6.8
16171,The Nine Lives of Tomas Katz,Comedy Drama Fantasy Mystery,last day creation stranger arrives london one knows come time leaves entire universe erased,en,7.7
33355,For Love or Country: The Arturo Sandoval Story,Documentary Drama,early cuban trumpeter arturo sandoval andy garcia torn own musical dreams dreams wife marianela mía maestro fervent supporter ideals castro revolution starring charles dutton dizzy gillespie josé zúñiga paquito drivera gripping jazz biopic detailed portrait musician stinging critique,en,6.3
49671,Paragraph 175,History Documentary,during nazi regime widespread persecution homosexual men started paragraph german penal code thousands murdered concentration camps powerful disturbing documentary narrated rupert everett presents first time largely untold testimonies survived,de,4.2
15917,Devdas,Drama Romance,devdas sent away father improve himself upon return father still doesnt welcome back devdas paro love paro lower caste set married older widower devdas devastated amp leaves home becomes alcoholic womanizer falls love courtesan paro tries get devdas away drinking self destructs,hi,7.4
10706,Mimic 2,Horror Science Fiction Thriller,cockroachspread plague threatened decimate child population new york city original mimic biologist susan tyler research associates developed species judas bugs introduced environment mimic diseased roaches infiltrate grubby habitats plan worked until bugs evolved mimic next preyhumans thought dead giant cockroaches back time theyve mutated take human form,en,4.8
36246,Monday,Comedy Crime Action Thriller,simple funeral turns mans world upside down,ja,7.5
17208,Paradise Lost 2: Revelations,Documentary,paradise lost revelations revisits arkansas murder three yearold boys three teenagers convicted crime follow paradise lost revelations features new interviews convicted men well original judge police investigators,en,7.2
26245,Dark Prince: The True Story of Dracula,Horror,meet man behind legend true story vlad impaler whose vicious cruel reputation bloodthirsty warlord became basis myth dracula,en,6.2
62529,Sound and Fury,Documentary,documentary film released two american families young deaf children conflict whether give children cochlear implants surgically implanted devices improve ability hear threaten deaf identity,en,5.4
467,The Hole,Crime Drama Horror Thriller,four teenagers british private school secretly uncover explore depths sealed underground hole created decades ago possible bomb shelter,en,6.4
25988,The Sleeping Dictionary,Drama Romance,young englishman dispatched sarawak become part british colonial government encounters unorthodox local traditions finds himself faced tough decisions heart involving beautiful selima unwitting object affections,en,6.3
73952,When Strangers Appear,Action Drama Mystery Thriller,man enters roadside diner run young woman claims chased murderers,en,5.5
19738,Revolutionary Girl Utena: The Movie,Animation Fantasy Action,loose retelling revolutionary girl utena series utena tenjou arrives ohtori academy only immediately swept series duels hand classmate anthy himemiya power supposedly holds same time utena reunites touga kiryuu friend childhood seems know secrets behind duels utena discover secrets herself power rules ohtori claims friends new old,ja,7.3
16435,Speaking of Sex,Comedy Romance,counselor expert depression two attorneys try help couple marital problems,en,5.9
26014,Good Advice,Comedy Romance,investment banker loses everything discover whats important life,en,5.7
45418,Needing You...,Drama Comedy Romance Foreign,wah kinki working same department computer company getting well initially friendship develops get know while wah starts realize emergent fondness kinki exgirlfriend reappears plans gain back affection addition notices exgirlfriend arranges guy pair kinki same time supervisor like lay off work,cn,5.7
15024,The Mists of Avalon,Drama Fantasy,unique reworking arthurian epic based novel marion zimmer bradley mists avalon tells familiar tale important twist story told through eyes women wielded power behind king arthurs throne filmed location prague mists avalon follows women avalon through ultimate fulfillment destinies,en,6.4
11366,Spiral,Mystery Fantasy Horror,small town japan kirie comes upon boyfriends father silently videotaping snail later mans obsession spirals becomes bizarre ending suicide washing machine turn body spiral soon inhabitants become possessed different forms spirals,ja,6.0
10751,Old Men in New Cars: In China They Eat Dogs II,Action Comedy Crime Thriller,last wish dying monk foster child harald find real son ludvig latter currently swedish prison cell,da,6.9
38294,Purely Belter,Comedy Drama,gerry sewell broke gerrys still school sewell unemployed botyh wish better things life owning two season tickets beloved football club biggest dream tickets cost theyre short nothing resourceful set themselves mission raise cash while think increasingly outlandish money making schemes selling junk shoplifting odd bit housebreaking real life begins interfere pairs final scam going hilariously awry landing jail only discover punishment gets exactly want,en,7.0
18836,The Quickie,Drama Crime,crime soap opera russian mobster retiring business new years eve only discover targeted death rival mobster,en,4.3
10757,Kabhi Khushi Kabhie Gham,Comedy Drama,orthodox indian raichand like two sons live together wife get married girls choice one sons rahul adopted while rohan real son rahul falls love poor indian girl named anjali incurs displeasure raichand argue fight result rahul leaves house moves britain settles down raichand now focuses attention real son rohan plans get married determined bring rahul anjali back home together raichand permit rohan way ask leave house,hi,7.6
55256,The River,Drama Romance,episodic study feelings six stories intertwine one saturday small town two boys save young woman anni baby suicide drowning esa downonhisluck musician need loan arrives fathers birthday party waitress leena tries stir romance coworkers pizza parlor middleaged ilpo comes home early paper mill finds strange man bedroom old milja waits daughter merja hospital visiting terminally ill husband henri teenage santeri tries cope homosexuality,fi,7.0
23160,Werckmeister Harmonies,Drama,story takes place small town hungarian plain provincial town surrounded nothing else frost bitterly cold weather without snow even bewildered cold hundreds people standing around circus tent put main square see outcome wait chief attraction stuffed carcass real whale people coming everywhere neighboring settlings even quite far away parts country following clumsy monster dumb faceless ragwearing crowd strange state affairs appearance foreigners extreme frost disturbs order small town ambitious personages story feel take advantage situation tension growing unbearable brought explosion figure prince pretending facelessness even mere appearance enough break loose destructive emotions,hu,7.4
2899,Asterix & Obelix: Mission Cleopatra,Family Fantasy Comedy Adventure,egyptian queen cleopatra bets against roman emperor julius caesar people still great even times pharaohs long passed vows against logic build new palace caesar within three months since architects either busy otherwise conservative style ambivalent honor falls edifis build palace covered gold fate eaten crocodiles edifis calls upon old friend help out fabulous druid getafix gaul brews fantastic potion gives supernatural strength order help protect old druid asterix obelix accompany journey egypt julius caesar gets wind project succeeding building site attacked troops order win bet lose face like local pirates hasnt counted asterix obelix,fr,7.2
44756,Is It Fall Yet?,Animation Comedy,fall yet continues series running plot left off end season four final episode season four dye dye darling daria morgendorffer kisses tom sloane boyfriend darias best friend jane lane episode ends two friends future uncertain tom darias relationship shaky,en,7.5
18088,Late Night Shopping,Comedy Romance,four friends sean vincent lenny jody find themselves something deadend trapped twilight world permanent night shift work hang out together local cafe drinking coffee entertaining themselves observing vincents unwavering success pulling women seems little prospect changeuntil vincent accidently sleeps seans girlfriend,en,6.3
31010,Uprising,TV Movie Drama History War,jews rise warsaw ghetto against nazis,en,6.3
20536,61*,Drama History,roger maris mickey mantle played new york yankees one mantle universally loved while maris universally hated men started off bang nearing babe ruths home run record man reach,en,6.3
3577,The Tunnel,Drama Thriller,inspired true events olympic swimmer harry melchior defects east germany hatches daring plot help sister others flee east berlin through yard underground tunnel,de,6.9
27259,Long Time Dead,Horror Thriller,group british students embark summoning spirits ouija board night clubbing someone breaks link finished now demon trapped world only way banish people summoned die,en,4.5
19448,The Laramie Project,Crime Drama,laramie project set around laramie wyoming aftermath murder yearold matthew shepard create stage version laramie project eightmember new yorkbased tectonic theatre project traveled laramie wyoming recording hours interviews towns citizens twoyear period film adaptation dramatizes troupes visit using actual words transcripts create portrait town forced confront itself,en,6.0
14923,Run Ronnie Run,Comedy,redneck uncanny knack getting arrested becomes star own reality program,en,5.7
32248,Gojoe: Spirit War Chronicle,Action History,benkei master fighter killer vows never take another life conversion buddhism faith pacifism however shaken ultimately broken attacks trio fighters known only demons taking sword sets out end murderous terror,ja,6.7
47115,A Gentleman's Game,Drama,drama revolving around characters whose lives transformed one summer exclusive east coast country club,en,4.2
2440,Joint Security Area,War Drama Thriller,dmz separating north south korea two north korean soldiers killed supposedly one south korean soldier bullets found bodies together remaining bullets assassins magazine clip amount bullets gun normally hold bullets investigating swissswedish team neutral countries overseeing dmz suspects another unknown party involved points sort cover truth much simpler much tragic,ko,7.7
10836,Dagon,Fantasy Horror Thriller,boating accident off coast spain sends paul girlfriend barbara decrepit fishing village imboca night falls people start disappear things quite human start appear paul pursued entire town running life uncovers imbocas secretthey worship dagon monstrous god seaand dagons unholy offspring loose,en,6.4
10955,Ripley's Game,Crime Thriller,tom ripley cool urbane wealthy murderous lives villa veneto luisa harpsichordplaying girlfriend former business associate berlins underworld pays call asking ripleys help killing rival ripley ever student human nature initiates game turn mild innocent local picture framer hit man artisan jonathan trevanny whos dying cancer wife young son little leave ripley draws jonathan game ripley maintain control stop one killing ripley develops conscience,en,6.6
12900,Conspiracy,Drama History,historical recreation wannsee conference nazi leaders gathered berlin suburb discuss final solution jewish question lead ssgeneral reinhard heydrich group high ranking german officials came historic far reaching decision jews europe exterminated come known holocaust,en,6.9
37998,Freeze Me,Drama Foreign Horror Thriller,chihiro raped three men captured video camera leaves hometown prepares marry colleague five years later one rapists arrives says others way behaves like longlost lover mistreats chihiro takes revenge kills puts freezer rapists awaiting similar fate,ja,5.5
10978,The Best Man's Wedding,Comedy Drama,roro måns best friends work park management get shit jobs clean duck ponds pick dog poop roros swedish girlfriend lisa wants introduced family refuses long time because lebanese family traditions roro finally decides introduce lisa family walks apartment full relatives,en,5.9
81540,Teknolust,Comedy Drama Romance,anxious use artificial life improve world rosetta stone biogeneticist creates recipe cyborgs uses own dna order breed three self replicating automatons part human part computer named ruby olive marine,en,4.8
40096,A Dog's Will,Adventure Comedy Drama,lively joão grilo sly chicó poor guys living hinterland cheat bunch people small northeast brazil town die judged christ devil virgin mary admitted paradise,pt,8.2
11847,The Accidental Spy,Action Comedy Thriller,funfilled story ordinary guy kick actionpacked adventure jackie chan plays bored unsuccessful salesman never thought life amount anything changes one day becomes instant hero foiling attempted bank robbery,cn,5.9
52999,The Adversary,Mystery Drama Crime,based book same name emmanuel carrère inspired reallife story jeanclaude romand ladversaires protagonist jeanmarc faure auteuil pursues imaginary career doctor medicine plot closely based romands life carrères book laurent cantets film lemploi temps film nominated palme dor cannes film festival,fr,7.2
41714,The Beautiful Country,Drama,reuniting mother chi minh city family tragedy causes binh flee viet nam america landing new york binh begins road trip texas american father said live,en,6.3
11056,Darkness,Horror,teenage girl moves remote countryside house family only discover gloomy new home horrifying past threatens destroy family,en,5.6
27967,Mockingbird Don't Sing,Drama,november cbs evening news walter cronkite reported true horrific story rock country yearold girl discovered small los angeles suburb arcadia still diapers barely able walk unable speak kept severe isolation parents virtually human contact years confined bedroom tied pottychair left fend herself,en,6.1
919,Blood: The Last Vampire,Fantasy Animation Horror Comedy Thriller Science Fiction,japan vampirehunter saya powerful original sent liaison government david posed teenage student yokota high school eve halloween hunt down vampires saya asks david give new katana soon saves school nurse makiho amano two vampires disguised classmates makiho witnesses fight against powerful demon,en,6.6
